customer_id,txn_count,total_spent,avg_spent,total_qty,avg_qty,total_discount,coupon_txn_count,recency_days,coupon_usage_rate
193,368,11144712.089999998,30284.54372282608,10882,29.570652173913043,-5568.82,0,2,0.0
194,895,39287055.38,43896.15126256984,58266,65.10167597765363,-26533.16,0,0,0.0
195,1838,407386624.04,221646.6942546246,426975,232.30413492927096,-39323.43,0,0,0.0
196,606,111489135.47,183975.47107260727,153915,253.9851485148515,-16392.61,0,8,0.0
197,972,229959445.78,236583.7919547325,192024,197.55555555555554,-32648.97,0,1,0.0
198,638,21895263.87,34318.59540752351,46993,73.65673981191223,-10516.73,0,0,0.0
199,324,50865274.53,156991.58805555556,48442,149.51234567901236,-4112.61,0,3,0.0
200,564,86131.49,152.71540780141845,666,1.1808510638297873,-10787.35,0,10,0.0
201,713,108753.69,152.52971949509117,1018,1.4277699859747546,-8066.04,0,2,0.0
202,1096,211181.77,192.68409671532845,1593,1.4534671532846715,-20021.6,0,9,0.0
203,300,5914524.659999999,19715.082199999997,16518,55.06,-3901.44,0,18,0.0
204,889,212464449.93,238992.6320922385,205683,231.3644544431946,-16557.49,0,31,0.0
205,970,181500.76,187.1141855670103,1351,1.3927835051546391,-19407.51,0,4,0.0
206,564,12865274.110000001,22810.769698581564,12618,22.372340425531913,-7816.08,0,25,0.0
207,1521,525643787.90000004,345590.9190664037,475769,312.80013149243916,-19984.84,0,2,0.0
208,2828,335048699.71999997,118475.49495049503,298079,105.40275813295615,-38883.77,0,0,0.0
209,671,55709.88,83.02515648286139,719,1.0715350223546944,-3921.0099999999998,0,3,0.0
210,537,35799600.25,66665.92225325885,68133,126.87709497206704,-4929.09,0,0,0.0
211,279,48370.409999999996,173.3706451612903,377,1.3512544802867383,-3311.2,0,1,0.0
212,1056,151737.05,143.69038825757573,1463,1.3854166666666667,-18997.86,0,5,0.0
213,313,39031.21,124.70035143769968,457,1.4600638977635783,-6916.64,0,104,0.0
214,1293,48021681.67,37139.73833720031,40633,31.42536736272235,-34694.51,0,4,0.0
215,476,95281.16,200.17050420168067,671,1.4096638655462186,-4729.26,0,22,0.0
216,440,63546342.309999995,144423.50525,91992,209.07272727272726,-6004.5199999999995,0,18,0.0
217,234,35905288.650000006,153441.4044871795,31030,132.60683760683762,-8079.98,0,3,0.0
218,352,41789.23,118.71940340909092,455,1.2926136363636365,-4101.94,0,0,0.0
219,548,68259.4,124.56094890510948,762,1.3905109489051095,-12916.03,0,0,0.0
220,411,72273.46,175.84783454987837,585,1.4233576642335766,-7984.55,0,7,0.0
221,220,39833.8,181.06272727272727,281,1.2772727272727273,-3566.2599999999998,0,40,0.0
222,1427,121465.31,85.11934828311142,1605,1.1247372109320253,-30246.68,0,4,0.0
223,671,112780.13,168.07769001490314,1031,1.5365126676602086,-13054.35,0,2,0.0
224,452,52762.29,116.73073008849558,634,1.4026548672566372,-7010.95,0,6,0.0
225,335,396729265.46,1184266.4640597014,285242,851.4686567164179,-3253.5499999999997,0,2,0.0
226,1293,40575894.14,31381.20196442382,50889,39.35730858468678,-34983.58,0,0,0.0
227,527,105812.48,200.7826944971537,697,1.3225806451612903,-7231.84,0,5,0.0
228,1984,251936.01,126.98387600806453,2446,1.2328629032258065,-28545.579999999998,0,2,0.0
229,508,77927384.27,153400.36273622047,98258,193.42125984251967,-5176.47,0,2,0.0
230,2190,385106.66,175.84778995433788,2765,1.2625570776255708,-29217.93,0,0,0.0
231,2144,225538.15,105.19503264925373,2611,1.2178171641791045,-31935.23,0,2,0.0
232,616,45461626.32,73801.34142857142,50247,81.5698051948052,-7037.7699999999995,0,1,0.0
233,574,9951007.659999998,17336.250278745643,11798,20.554006968641115,-11738.789999999999,0,50,0.0
234,858,70009777.61,81596.4774009324,87457,101.93123543123544,-16215.94,0,8,0.0
235,1462,257287.34,175.98313269493843,1878,1.2845417236662107,-53954.92,0,4,0.0
236,233,32309179.389999997,138666.00596566522,45633,195.84978540772534,-5216.56,0,157,0.0
237,211,6099285.93,28906.56838862559,10448,49.51658767772512,-2644.37,0,20,0.0
238,785,352450310.11,448981.2867643312,318653,405.92738853503187,-10920.23,0,0,0.0
239,3123,404785.89,129.61443804034582,3998,1.2801793147614473,-51885.82,0,3,0.0
240,1047,135277552.78,129204.92147086916,103675,99.0210124164279,-15167.199999999999,0,4,0.0
241,1566,116452.33,74.36291826309068,1710,1.0919540229885059,-12853.47,0,9,0.0
242,626,70796.22,113.09300319488818,738,1.1789137380191694,-10229.94,0,2,0.0
243,879,99846874.08,113591.4380887372,136261,155.01820250284413,-15236.66,0,1,0.0
244,1790,188014.97,105.03629608938547,2115,1.181564245810056,-30897.91,0,3,0.0
245,571,75397.55,132.04474605954465,664,1.1628721541155866,-9320.619999999999,0,2,0.0
246,996,105584137.35000001,106008.17003012048,136604,137.15261044176708,-16989.21,0,0,0.0
247,530,109219044.67,206073.66918867925,84580,159.58490566037736,-9839.97,0,2,0.0
248,1529,56800293.269999996,37148.65485284499,113965,74.5356442119032,-24766.56,0,1,0.0
249,813,138394.18,170.22654366543665,1019,1.2533825338253382,-12403.89,0,5,0.0
250,2557,458151395.38,179175.35994524835,315932,123.55572937035589,-64181.729999999996,0,8,0.0
251,336,9552408.16,28429.786190476192,11875,35.342261904761905,-5567.389999999999,0,12,0.0
252,238,40035.67,168.21710084033612,314,1.319327731092437,-3072.86,0,54,0.0
253,1707,259089.76,151.78076157000586,1865,1.0925600468658465,-15866.66,0,4,0.0
254,956,105084.49,109.92101464435147,1173,1.2269874476987448,-18319.5,0,9,0.0
255,275,38217.89,138.97414545454546,314,1.1418181818181818,-3307.99,0,22,0.0
256,298,51005323.12,171158.80241610738,52230,175.26845637583892,-4099.16,0,1,0.0
257,1136,286350062.31,252068.7168221831,306236,269.57394366197184,-18393.68,0,0,0.0
258,514,80981258.23,157551.08605058366,74880,145.68093385214007,-9505.789999999999,0,6,0.0
259,2748,868627634.9,316094.48140465794,573626,208.74308588064048,-38856.97,0,2,0.0
260,309,151155609.57,489176.73,116242,376.1877022653722,-4604.9,0,14,0.0
261,110,20116.32,182.87563636363637,135,1.2272727272727273,-4661.57,0,6,0.0
262,1168,134723293.2,115345.2852739726,103753,88.82962328767124,-14178.949999999999,0,8,0.0
263,538,587652081.5,1092290.1143122676,485015,901.5148698884758,-14973.69,0,4,0.0
264,398,72441.26,182.013216080402,491,1.2336683417085428,-7777.55,0,16,0.0
265,1028,109107379.92,106135.58357976653,83781,81.49902723735408,-27529.06,0,2,0.0
266,259,31801.78,122.78679536679536,373,1.4401544401544402,-8138.13,0,1,0.0
267,750,163330478.18,217773.97090666668,158821,211.76133333333334,-21698.010000000002,0,5,0.0
268,670,2030766.06,3030.9941194029852,8419,12.565671641791045,-14975.34,0,9,0.0
269,875,549910041.95,628468.6193714286,493921,564.4811428571429,-12249.88,0,2,0.0
270,570,30695531.34,53851.809368421054,57129,100.22631578947369,-7861.3,0,3,0.0
271,1210,220855210.54,182524.96738842974,229247,189.46033057851238,-18247.05,0,6,0.0
272,276,29069751.61,105325.18699275362,40674,147.3695652173913,-11035.09,0,41,0.0
273,567,67954.64,119.8494532627866,716,1.2627865961199294,-8456.81,0,61,0.0
274,984,422395330.23,429263.54698170733,423998,430.8922764227642,-29018.29,0,4,0.0
275,1263,204828.03,162.17579572446556,1877,1.4861441013460015,-29111.7,0,3,0.0
276,1220,1115606417.06,914431.4893934425,762921,625.3450819672131,-23899.12,0,2,0.0
277,1102,120630.25,109.46483666061707,1430,1.2976406533575318,-16162.06,0,0,0.0
278,159,5314172.359999999,33422.46767295597,7619,47.918238993710695,-4223.87,0,3,0.0
279,640,49117457.62,76746.02753125,40269,62.9203125,-7717.37,0,3,0.0
280,210,27451.54,130.72161904761904,290,1.380952380952381,-1969.75,0,0,0.0
281,1024,1098036.09,1072.300869140625,4641,4.5322265625,-14230.68,0,1,0.0
282,418,66521.99,159.1435167464115,524,1.2535885167464116,-6511.6,0,18,0.0
283,1134,131199692.25999999,115696.37765432098,124549,109.831569664903,-24483.43,0,15,0.0
284,548,84450.45,154.1066605839416,658,1.2007299270072993,-10445.8,0,6,0.0
285,104,19438.46,186.90826923076924,127,1.2211538461538463,-734.8,0,199,0.0
286,459,67393.83,146.82751633986928,639,1.392156862745098,-5083.58,0,5,0.0
287,398,70826963.0,177957.19346733668,79246,199.1105527638191,-8353.49,0,2,0.0
288,498,113992.78,228.90116465863454,847,1.7008032128514057,-10848.39,0,2,0.0
289,616,102988.31,167.18881493506493,745,1.2094155844155845,-11459.85,0,0,0.0
290,299,12012912.48,40176.964816053514,11561,38.66555183946488,-6203.19,0,30,0.0
291,404,35823.7,88.67252475247524,461,1.141089108910891,-5346.09,0,3,0.0
292,285,14335724.15,50300.78649122807,24684,86.61052631578947,-3024.81,0,3,0.0
293,1703,298660.25,175.3730182031709,2716,1.5948326482677628,-41005.53,0,0,0.0
294,1083,13261805.1,12245.43407202216,19633,18.128347183748847,-21870.14,0,1,0.0
295,391,32107760.709999997,82117.03506393862,31631,80.89769820971867,-13343.16,0,2,0.0
296,203,31410.989999999998,154.7339408866995,247,1.2167487684729064,-2616.84,0,8,0.0
297,171,19735567.56,115412.67578947368,37762,220.83040935672514,-2192.7,0,21,0.0
298,318,38421.68,120.82289308176101,365,1.1477987421383649,-5704.82,0,0,0.0
299,710,405749707.28000003,571478.4609577465,381592,537.4535211267606,-23182.51,0,0,0.0
300,790,103961897.04,131597.33802531645,58996,74.67848101265822,-28810.68,0,1,0.0
301,420,82844.56999999999,197.24897619047618,612,1.457142857142857,-9557.2,0,3,0.0
302,1016,6191404.38,6093.901948818898,16065,15.812007874015748,-13718.97,0,0,0.0
303,1573,17723314.98,11267.20596312778,26534,16.86840432294978,-27290.88,0,5,0.0
304,470,35935481.19,76458.47061702127,76536,162.84255319148937,-3575.0,0,2,0.0
305,1795,286176.63,159.4298774373259,2147,1.196100278551532,-35142.35,0,2,0.0
306,567,202626445.67,357365.8653791887,192454,339.42504409171073,-13519.62,0,0,0.0
307,387,40645.44,105.02697674418606,467,1.20671834625323,-6678.99,0,27,0.0
308,415,61595.76,148.42351807228917,536,1.2915662650602409,-7152.8099999999995,0,19,0.0
309,516,53938.69,104.53234496124031,657,1.2732558139534884,-8193.19,0,12,0.0
310,732,242004902.32,330607.7900546448,207583,283.5833333333333,-16437.5,0,24,0.0
311,533,65701.04,123.26649155722325,674,1.2645403377110693,-8869.02,0,50,0.0
312,368,849958.6799999999,2309.6703260869563,3283,8.921195652173912,-7517.15,0,4,0.0
313,512,106181.27,207.38529296875,789,1.541015625,-17331.48,0,9,0.0
314,603,8041259.08,13335.42135986733,14511,24.064676616915424,-9712.74,0,2,0.0
315,777,741277121.49,954024.6093822394,508816,654.8468468468468,-22359.31,0,0,0.0
316,893,310324852.48,347508.2334602464,285516,319.72676371780517,-14986.9,0,3,0.0
317,842,262009.28,311.17491686460806,1764,2.0950118764845604,-39039.93,0,26,0.0
318,686,192020165.23,279912.77730320697,193117,281.5116618075802,-10607.57,0,1,0.0
